session_id,player_id,session_date,game_type,total_bets,total_wins,ggr,duration_minutes
S0022918,P00979,2024-11-16,Sports Betting,546.98,520.9,26.08,75
S0022919,P00979,2024-12-08,Table Games,127.16,123.25,3.91,94
S0022920,P00979,2024-11-18,Table Games,993.07,967.27,25.8,43
S0022921,P00979,2024-11-13,Sports Betting,624.66,635.9,-11.24,151
S0022922,P00979,2024-11-11,Slots,223.41,216.54,6.87,131
S0022923,P00979,2024-09-03,Sports Betting,907.21,861.41,45.8,157
S0022924,P00979,2024-10-29,Sports Betting,257.83,256.79,1.04,39
S0022925,P00979,2024-10-04,Table Games,919.59,899.63,19.96,132
S0022926,P00979,2024-09-27,Sports Betting,833.4,855.59,-22.19,47
S0022927,P00979,2024-09-06,Sports Betting,774.69,674.04,100.65,74
S0022928,P00979,2024-12-08,Sports Betting,694.18,620.8,73.38,145
S0022929,P00979,2024-11-02,Sports Betting,821.4,769.15,52.25,9
S0022930,P00979,2024-12-08,Sports Betting,497.02,504.71,-7.69,20
S0022931,P00979,2024-11-29,Sports Betting,89.59,89.25,0.34,72
S0022932,P00979,2024-10-24,Sports Betting,282.92,258.05,24.87,14
S0022933,P00979,2024-11-16,Sports Betting,464.77,399.38,65.39,21
S0022934,P00979,2024-11-24,Sports Betting,546.42,508.24,38.18,129
S0022935,P00979,2024-12-12,Slots,678.41,653.02,25.39,169
S0022936,P00979,2024-12-27,Table Games,140.7,138.9,1.8,92
S0022937,P00979,2024-09-06,Sports Betting,164.97,147.35,17.62,158
S0022938,P00979,2024-11-21,Sports Betting,584.94,571.43,13.51,38
S0022939,P00979,2024-10-03,Sports Betting,566.35,571.58,-5.23,156
S0022940,P00979,2024-09-21,Sports Betting,687.59,698.28,-10.69,156
S0022941,P00979,2024-11-05,Slots,464.31,436.26,28.05,45
S0022942,P00979,2024-10-24,Sports Betting,436.22,384.12,52.1,22
S0022943,P00979,2024-12-01,Slots,149.91,138.44,11.47,10
S0022944,P00979,2024-10-21,Slots,281.12,260.0,21.12,117
S0022945,P00979,2024-09-18,Sports Betting,369.19,382.25,-13.06,139
S0022946,P00979,2024-12-08,Sports Betting,264.15,266.68,-2.53,90
S0022947,P00979,2024-12-30,Slots,614.77,594.13,20.64,138
S0022948,P00979,2024-12-20,Sports Betting,573.88,528.97,44.91,50
S0022949,P00979,2024-10-17,Live Casino,408.53,392.22,16.31,6
S0022950,P00979,2024-12-11,Sports Betting,458.4,401.74,56.66,98
S0022951,P00979,2024-11-02,Sports Betting,303.91,311.39,-7.48,177
S0022952,P00980,2024-12-31,Live Casino,33.53,32.53,1.0,28
S0022953,P00980,2024-12-31,Sports Betting,45.22,42.66,2.56,154
S0022954,P00980,2024-12-31,Sports Betting,44.22,43.04,1.18,49
S0022955,P00981,2024-07-09,Sports Betting,26.34,26.19,0.15,26
S0022956,P00981,2024-07-20,Poker,28.12,27.3,0.82,54
S0022957,P00981,2024-12-17,Live Casino,7.98,7.75,0.23,95
S0022958,P00982,2023-12-31,Sports Betting,9.27,9.23,0.04,105
S0022959,P00983,2024-01-20,Live Casino,986.19,973.09,13.1,97
S0022960,P00983,2024-08-06,Live Casino,110.73,107.37,3.36,5
S0022961,P00983,2024-02-19,Live Casino,384.76,372.2,12.56,53
S0022962,P00983,2024-11-08,Sports Betting,637.67,634.56,3.11,148
S0022963,P00983,2024-02-17,Sports Betting,834.15,828.29,5.86,144
S0022964,P00983,2024-03-11,Live Casino,443.15,432.1,11.05,53
S0022965,P00983,2024-05-05,Live Casino,218.22,212.98,5.24,119
S0022966,P00983,2024-04-20,Live Casino,667.06,649.03,18.03,169
S0022967,P00983,2024-07-04,Sports Betting,425.56,414.12,11.44,174
S0022968,P00983,2024-09-18,Live Casino,377.31,369.85,7.46,40
S0022969,P00983,2024-04-15,Live Casino,144.54,139.51,5.03,42
S0022970,P00983,2024-09-17,Live Casino,302.53,295.59,6.94,176
S0022971,P00983,2024-11-11,Live Casino,476.91,470.19,6.72,9
S0022972,P00983,2024-07-13,Poker,816.57,776.79,39.78,73
S0022973,P00983,2024-09-16,Live Casino,829.88,797.46,32.42,172
S0022974,P00983,2024-06-02,Live Casino,665.58,651.32,14.26,76
S0022975,P00983,2024-01-14,Poker,749.38,709.92,39.46,56
S0022976,P00983,2024-08-15,Live Casino,872.05,857.86,14.19,51
S0022977,P00983,2023-12-26,Live Casino,93.98,89.57,4.41,19
S0022978,P00983,2024-07-15,Live Casino,789.57,756.97,32.6,50
S0022979,P00983,2024-06-01,Live Casino,446.54,433.14,13.4,66
S0022980,P00983,2024-02-12,Live Casino,101.47,96.94,4.53,70
S0022981,P00983,2024-09-11,Live Casino,537.37,530.07,7.3,174
S0022982,P00983,2024-12-24,Live Casino,360.74,345.98,14.76,70
S0022983,P00983,2024-08-01,Live Casino,232.66,229.6,3.06,67
S0022984,P00983,2024-09-16,Live Casino,778.97,743.41,35.56,133
S0022985,P00983,2024-08-03,Live Casino,508.0,486.91,21.09,95
S0022986,P00983,2024-07-01,Live Casino,104.58,100.8,3.78,164
S0022987,P00983,2024-12-25,Live Casino,656.85,638.84,18.01,46
S0022988,P00983,2024-09-08,Live Casino,69.54,67.72,1.82,20
S0022989,P00983,2024-04-27,Live Casino,655.94,644.84,11.1,46
S0022990,P00983,2024-09-12,Live Casino,366.69,357.43,9.26,90
S0022991,P00983,2024-06-25,Live Casino,812.62,780.33,32.29,88
S0022992,P00983,2024-09-28,Live Casino,111.04,106.3,4.74,126
S0022993,P00983,2024-05-26,Live Casino,243.67,233.08,10.59,8
S0022994,P00983,2024-04-10,Live Casino,856.3,832.34,23.96,103
S0022995,P00983,2024-06-08,Poker,735.13,696.76,38.37,111
S0022996,P00983,2024-10-05,Live Casino,516.51,497.13,19.38,167
S0022997,P00983,2024-11-13,Poker,715.52,680.67,34.85,148
S0022998,P00983,2024-07-19,Live Casino,801.31,792.67,8.64,79
S0022999,P00983,2024-01-08,Live Casino,893.13,853.38,39.75,137
S0023000,P00983,2024-01-13,Sports Betting,115.93,115.68,0.25,143
S0023001,P00983,2024-08-13,Live Casino,849.45,822.83,26.62,129
S0023002,P00984,2024-05-28,Slots,49.48,47.93,1.55,177
S0023003,P00984,2024-06-01,Table Games,32.69,32.2,0.49,152
S0023004,P00984,2024-11-02,Table Games,31.84,31.39,0.45,80
S0023005,P00984,2024-08-05,Sports Betting,20.71,18.62,2.09,153
S0023006,P00984,2024-07-16,Table Games,20.54,20.04,0.5,86
S0023007,P00985,2024-12-30,Slots,41.26,38.57,2.69,15
S0023008,P00986,2024-11-04,Sports Betting,120.41,124.34,-3.93,168
S0023009,P00986,2024-10-11,Table Games,597.04,588.7,8.34,179
S0023010,P00986,2024-10-27,Table Games,851.34,831.34,20.0,156
S0023011,P00986,2024-10-29,Sports Betting,559.96,571.13,-11.17,82
S0023012,P00986,2024-12-22,Sports Betting,356.47,317.83,38.64,36
S0023013,P00986,2024-10-08,Sports Betting,276.07,248.72,27.35,104
S0023014,P00986,2024-10-15,Sports Betting,235.23,229.53,5.7,147
S0023015,P00986,2024-10-18,Sports Betting,220.48,188.98,31.5,15
S0023016,P00986,2024-10-05,Sports Betting,228.43,205.26,23.17,31
S0023017,P00986,2024-12-11,Sports Betting,54.86,51.79,3.07,146
S0023018,P00986,2024-12-19,Live Casino,862.37,837.36,25.01,100
S0023019,P00986,2024-11-04,Sports Betting,976.8,896.94,79.86,129
S0023020,P00986,2024-10-26,Sports Betting,309.98,276.9,33.08,19
S0023021,P00986,2024-12-29,Sports Betting,176.55,151.91,24.64,64
S0023022,P00986,2024-10-04,Sports Betting,345.89,343.37,2.52,155
S0023023,P00986,2024-10-08,Sports Betting,696.91,725.67,-28.76,55
S0023024,P00986,2024-11-25,Live Casino,345.99,331.3,14.69,70
S0023025,P00986,2024-10-05,Sports Betting,494.48,459.51,34.97,14
S0023026,P00986,2024-11-12,Sports Betting,832.13,858.56,-26.43,53
S0023027,P00986,2024-12-21,Sports Betting,812.7,799.85,12.85,175
S0023028,P00986,2024-11-14,Table Games,347.62,335.87,11.75,137
S0023029,P00986,2024-12-06,Table Games,978.1,965.84,12.26,173
S0023030,P00986,2024-12-04,Sports Betting,285.52,247.41,38.11,26
S0023031,P00986,2024-11-28,Table Games,975.42,942.88,32.54,83
S0023032,P00986,2024-12-03,Sports Betting,704.41,627.5,76.91,63
S0023033,P00986,2024-12-31,Sports Betting,962.59,934.87,27.72,177
S0023034,P00986,2024-09-30,Sports Betting,524.32,469.64,54.68,79
S0023035,P00986,2024-11-04,Live Casino,907.1,869.18,37.92,73
S0023036,P00986,2024-12-16,Sports Betting,83.57,74.68,8.89,160
S0023037,P00986,2024-11-21,Table Games,183.83,177.41,6.42,110
S0023038,P00986,2024-12-26,Sports Betting,122.11,105.51,16.6,175
S0023039,P00986,2024-12-16,Sports Betting,269.66,231.63,38.03,82
S0023040,P00986,2024-11-18,Sports Betting,606.29,632.67,-26.38,140
S0023041,P00986,2024-10-07,Poker,657.49,620.69,36.8,113
S0023042,P00986,2024-10-08,Sports Betting,750.06,680.76,69.3,85
S0023043,P00986,2024-12-13,Sports Betting,115.86,107.35,8.51,61
S0023044,P00986,2024-12-07,Sports Betting,50.95,50.62,0.33,112
S0023045,P00986,2024-10-28,Sports Betting,698.92,719.39,-20.47,60
S0023046,P00986,2024-11-18,Sports Betting,183.5,167.44,16.06,6
S0023047,P00986,2024-11-06,Sports Betting,167.01,147.93,19.08,8
S0023048,P00986,2024-10-15,Sports Betting,849.82,738.37,111.45,88
S0023049,P00986,2024-10-07,Sports Betting,318.99,306.38,12.61,116
S0023050,P00986,2024-09-30,Sports Betting,358.51,314.92,43.59,58
S0023051,P00986,2024-12-27,Sports Betting,744.55,726.17,18.38,63
S0023052,P00986,2024-11-10,Live Casino,896.21,874.01,22.2,27
S0023053,P00986,2024-11-04,Poker,762.14,731.46,30.68,6
S0023054,P00986,2024-11-08,Live Casino,845.96,814.43,31.53,102
S0023055,P00986,2024-10-25,Sports Betting,400.39,361.3,39.09,132
S0023056,P00986,2024-11-05,Sports Betting,140.51,146.24,-5.73,71
S0023057,P00986,2024-11-08,Sports Betting,988.53,977.02,11.51,57
S0023058,P00986,2024-12-10,Sports Betting,748.47,684.91,63.56,21
S0023059,P00986,2024-11-04,Slots,675.24,652.1,23.14,114
S0023060,P00986,2024-11-23,Sports Betting,427.95,419.21,8.74,45
S0023061,P00986,2024-10-16,Poker,473.44,449.56,23.88,66
S0023062,P00987,2024-07-09,Table Games,4.96,4.77,0.19,57
S0023063,P00987,2024-07-27,Table Games,8.79,8.5,0.29,134
S0023064,P00987,2024-10-22,Table Games,23.42,23.13,0.29,56
S0023065,P00987,2024-12-24,Table Games,21.13,20.37,0.76,119
S0023066,P00987,2024-12-11,Table Games,39.09,37.53,1.56,88
S0023067,P00987,2024-12-28,Table Games,8.88,8.78,0.1,89
S0023068,P00987,2024-10-23,Table Games,44.3,43.56,0.74,106
S0023069,P00988,2024-04-19,Live Casino,45.48,43.94,1.54,34
S0023070,P00988,2024-02-24,Poker,29.78,28.49,1.29,99
S0023071,P00988,2023-09-11,Live Casino,40.87,39.97,0.9,67
S0023072,P00988,2023-08-27,Live Casino,2.47,2.36,0.11,169
S0023073,P00988,2023-03-24,Poker,12.73,12.01,0.72,120
S0023074,P00988,2023-10-06,Live Casino,4.04,3.9,0.14,178
S0023075,P00988,2024-06-20,Table Games,21.41,20.83,0.58,124
S0023076,P00988,2023-03-07,Live Casino,44.35,42.77,1.58,143
S0023077,P00988,2024-01-26,Slots,46.51,43.87,2.64,96
S0023078,P00988,2024-03-07,Live Casino,39.46,38.78,0.68,32
S0023079,P00989,2023-09-23,Live Casino,757.98,738.59,19.39,37
S0023080,P00989,2023-04-19,Slots,393.05,360.93,32.12,165
S0023081,P00989,2023-09-23,Table Games,972.13,953.33,18.8,42
S0023082,P00989,2023-06-03,Slots,467.73,430.44,37.29,161
S0023083,P00989,2023-11-14,Slots,228.93,216.17,12.76,111
S0023084,P00989,2023-11-29,Slots,952.59,867.35,85.24,8
S0023085,P00989,2023-05-01,Slots,588.04,542.11,45.93,171
S0023086,P00989,2023-03-29,Slots,783.11,744.51,38.6,84
S0023087,P00989,2023-09-30,Slots,883.05,845.78,37.27,128
S0023088,P00989,2024-02-28,Sports Betting,67.48,66.56,0.92,16
S0023089,P00989,2023-08-05,Sports Betting,551.73,494.21,57.52,122
S0023090,P00989,2024-11-05,Slots,409.08,381.01,28.07,67
S0023091,P00989,2023-07-25,Slots,986.82,889.14,97.68,133
S0023092,P00989,2024-08-29,Slots,988.97,905.35,83.62,73
S0023093,P00989,2023-12-05,Slots,525.45,480.18,45.27,153
S0023094,P00989,2024-12-21,Poker,341.26,324.69,16.57,179
S0023095,P00989,2024-03-29,Live Casino,529.44,513.36,16.08,12
S0023096,P00989,2023-07-11,Live Casino,802.19,781.78,20.41,95
S0023097,P00989,2023-06-21,Slots,297.27,282.83,14.44,173
S0023098,P00989,2024-12-28,Slots,408.6,385.48,23.12,88
S0023099,P00989,2023-05-29,Slots,351.83,329.19,22.64,90
S0023100,P00989,2024-02-25,Slots,179.21,168.07,11.14,69
S0023101,P00989,2023-08-01,Slots,603.42,556.41,47.01,69
S0023102,P00989,2023-10-18,Slots,945.47,900.54,44.93,81
S0023103,P00989,2024-12-14,Slots,411.92,377.12,34.8,102
S0023104,P00989,2023-07-19,Table Games,523.94,504.44,19.5,81
S0023105,P00989,2023-06-16,Slots,207.27,191.06,16.21,105
S0023106,P00989,2024-10-27,Slots,120.72,116.08,4.64,22
S0023107,P00989,2024-10-18,Live Casino,729.81,703.8,26.01,116
S0023108,P00989,2024-02-07,Sports Betting,180.69,158.1,22.59,97
S0023109,P00989,2023-10-21,Poker,643.48,612.98,30.5,47
S0023110,P00989,2023-06-05,Slots,58.14,53.11,5.03,33
S0023111,P00989,2024-02-21,Slots,176.98,170.31,6.67,76
S0023112,P00989,2024-09-24,Table Games,177.25,172.79,4.46,18
S0023113,P00989,2024-02-19,Live Casino,272.24,269.28,2.96,69
S0023114,P00989,2024-12-16,Slots,464.25,443.13,21.12,28
S0023115,P00989,2023-05-08,Slots,929.77,881.93,47.84,21
S0023116,P00989,2023-09-03,Slots,665.91,635.01,30.9,155
S0023117,P00989,2024-07-04,Slots,604.1,550.97,53.13,169
S0023118,P00989,2023-09-17,Slots,487.72,445.34,42.38,57
S0023119,P00989,2024-01-16,Slots,56.57,52.93,3.64,180
S0023120,P00989,2024-05-16,Slots,404.31,388.64,15.67,78
S0023121,P00989,2024-05-13,Slots,782.46,708.44,74.02,54
S0023122,P00989,2024-05-09,Slots,957.63,919.24,38.39,58
S0023123,P00989,2023-08-17,Slots,108.38,97.6,10.78,69
S0023124,P00989,2024-02-12,Slots,339.41,324.33,15.08,33
S0023125,P00989,2023-10-21,Slots,554.5,512.26,42.24,64
S0023126,P00989,2023-02-07,Table Games,401.79,397.27,4.52,177
S0023127,P00989,2024-07-04,Table Games,237.32,231.22,6.1,143
S0023128,P00989,2023-06-23,Slots,306.0,279.03,26.97,179
S0023129,P00989,2024-01-24,Live Casino,551.06,535.09,15.97,79
S0023130,P00990,2023-10-31,Live Casino,30.51,30.1,0.41,134
S0023131,P00990,2023-11-25,Poker,7.28,7.08,0.2,147
S0023132,P00990,2023-11-11,Sports Betting,11.5,10.6,0.9,25
S0023133,P00990,2024-03-25,Poker,3.55,3.34,0.21,19
S0023134,P00990,2023-09-30,Slots,27.41,25.89,1.52,97
S0023135,P00990,2024-04-16,Poker,9.41,8.86,0.55,20
S0023136,P00991,2024-08-17,Sports Betting,81.95,77.53,4.42,35
S0023137,P00991,2024-10-02,Slots,169.09,162.8,6.29,164
S0023138,P00991,2024-06-19,Table Games,483.44,477.27,6.17,69
S0023139,P00991,2024-10-09,Sports Betting,312.68,326.67,-13.99,56
S0023140,P00991,2024-09-28,Table Games,499.85,482.99,16.86,162
S0023141,P00991,2024-09-28,Sports Betting,938.62,938.05,0.57,72
S0023142,P00991,2024-06-27,Sports Betting,305.41,279.82,25.59,81
S0023143,P00991,2024-09-22,Sports Betting,211.08,216.52,-5.44,157
S0023144,P00991,2024-09-29,Slots,306.55,279.89,26.66,44
S0023145,P00991,2024-07-25,Sports Betting,488.37,428.98,59.39,111
S0023146,P00991,2024-08-25,Sports Betting,84.23,79.41,4.82,61
S0023147,P00991,2024-06-22,Sports Betting,170.73,158.55,12.18,80
S0023148,P00991,2024-09-29,Table Games,669.17,661.83,7.34,51
S0023149,P00991,2024-10-05,Sports Betting,303.66,278.35,25.31,138
S0023150,P00991,2024-09-20,Sports Betting,123.03,119.17,3.86,76
S0023151,P00991,2024-12-04,Sports Betting,707.69,644.18,63.51,46
S0023152,P00991,2024-06-29,Sports Betting,767.84,759.74,8.1,98
S0023153,P00991,2024-11-25,Sports Betting,212.76,199.55,13.21,50
S0023154,P00991,2024-11-29,Sports Betting,891.01,858.31,32.7,67
S0023155,P00991,2024-11-16,Sports Betting,269.4,253.27,16.13,69
S0023156,P00991,2024-11-10,Sports Betting,836.68,746.41,90.27,51
S0023157,P00991,2024-07-24,Sports Betting,285.27,296.62,-11.35,29
S0023158,P00991,2024-08-15,Sports Betting,879.61,843.93,35.68,44
S0023159,P00991,2024-11-07,Sports Betting,848.12,817.94,30.18,83
S0023160,P00991,2024-06-26,Poker,137.93,130.4,7.53,65
S0023161,P00991,2024-11-08,Sports Betting,97.67,98.06,-0.39,117
S0023162,P00991,2024-07-12,Sports Betting,773.01,780.52,-7.51,106
S0023163,P00991,2024-07-28,Sports Betting,88.53,86.84,1.69,151
S0023164,P00991,2024-07-18,Poker,835.63,815.47,20.16,89
S0023165,P00991,2024-11-17,Sports Betting,571.96,507.09,64.87,65
S0023166,P00991,2024-11-11,Table Games,715.06,693.49,21.57,8
S0023167,P00991,2024-06-17,Sports Betting,756.61,737.87,18.74,78
S0023168,P00991,2024-12-21,Poker,885.71,857.57,28.14,77
S0023169,P00991,2024-08-31,Table Games,117.91,113.48,4.43,171
S0023170,P00991,2024-10-17,Sports Betting,436.93,447.95,-11.02,44
S0023171,P00991,2024-11-30,Sports Betting,750.7,695.75,54.95,19
S0023172,P00991,2024-06-28,Sports Betting,837.05,784.23,52.82,98
S0023173,P00991,2024-11-18,Sports Betting,108.23,95.44,12.79,108
S0023174,P00991,2024-07-15,Live Casino,641.66,614.62,27.04,22
S0023175,P00991,2024-09-09,Sports Betting,896.04,799.62,96.42,160
S0023176,P00991,2024-10-12,Sports Betting,635.54,579.9,55.64,82
S0023177,P00991,2024-07-07,Sports Betting,102.13,90.77,11.36,29
S0023178,P00991,2024-06-11,Sports Betting,902.97,839.67,63.3,11
S0023179,P00991,2024-07-01,Sports Betting,482.97,493.1,-10.13,114
S0023180,P00991,2024-11-09,Sports Betting,508.23,441.7,66.53,59
S0023181,P00991,2024-07-03,Table Games,947.33,913.8,33.53,13
S0023182,P00991,2024-10-25,Sports Betting,618.02,623.72,-5.7,142
S0023183,P00991,2024-12-16,Sports Betting,317.12,279.67,37.45,22
S0023184,P00991,2024-06-20,Sports Betting,244.11,237.14,6.97,34
S0023185,P00991,2024-12-17,Sports Betting,647.19,676.26,-29.07,50
S0023186,P00991,2024-06-20,Sports Betting,304.3,266.04,38.26,84
S0023187,P00991,2024-09-30,Sports Betting,134.43,132.86,1.57,9
S0023188,P00991,2024-11-09,Slots,103.96,99.58,4.38,33
S0023189,P00991,2024-09-11,Sports Betting,940.32,912.07,28.25,131
S0023190,P00991,2024-08-02,Sports Betting,479.28,435.52,43.76,106
S0023191,P00991,2024-08-09,Sports Betting,59.89,62.83,-2.94,107
S0023192,P00991,2024-11-23,Slots,251.36,234.63,16.73,28
S0023193,P00991,2024-09-24,Sports Betting,418.79,438.03,-19.24,163
S0023194,P00991,2024-11-07,Sports Betting,53.34,54.51,-1.17,108
S0023195,P00992,2024-05-03,Slots,125.81,121.16,4.65,49
S0023196,P00992,2024-12-14,Slots,199.51,190.26,9.25,138
S0023197,P00992,2024-01-09,Slots,162.01,150.57,11.44,142
S0023198,P00992,2024-04-10,Poker,15.22,14.39,0.83,105
S0023199,P00992,2023-10-20,Slots,109.1,101.95,7.15,10
S0023200,P00992,2023-06-05,Slots,145.72,131.44,14.28,106
S0023201,P00992,2023-08-22,Slots,111.48,101.14,10.34,132
S0023202,P00992,2024-07-20,Slots,148.19,136.32,11.87,52
S0023203,P00992,2023-08-17,Slots,152.71,141.8,10.91,152
S0023204,P00992,2024-03-14,Slots,95.49,86.4,9.09,59
S0023205,P00992,2023-04-21,Table Games,91.91,88.84,3.07,118
S0023206,P00992,2023-09-27,Slots,69.16,64.55,4.61,38
S0023207,P00992,2024-03-02,Slots,90.3,83.04,7.26,140
S0023208,P00992,2023-06-05,Slots,42.84,39.3,3.54,20
S0023209,P00992,2023-08-12,Slots,192.13,180.93,11.2,20
S0023210,P00992,2024-01-24,Poker,184.59,174.63,9.96,106
S0023211,P00992,2023-09-06,Slots,93.92,85.46,8.46,96
S0023212,P00992,2023-12-14,Slots,18.13,17.12,1.01,154
S0023213,P00992,2023-07-30,Poker,193.91,184.49,9.42,151
S0023214,P00992,2024-03-07,Poker,199.32,187.97,11.35,56
S0023215,P00993,2024-10-21,Table Games,9.08,8.86,0.22,88
S0023216,P00993,2023-09-19,Sports Betting,43.34,44.22,-0.88,154
S0023217,P00993,2024-09-15,Sports Betting,44.87,40.46,4.41,139
S0023218,P00993,2024-05-22,Sports Betting,39.68,34.3,5.38,25
S0023219,P00993,2023-12-25,Sports Betting,35.99,36.51,-0.52,22
S0023220,P00993,2024-04-12,Sports Betting,35.57,33.9,1.67,91
S0023221,P00993,2024-03-23,Sports Betting,38.17,33.31,4.86,112
S0023222,P00993,2024-12-30,Sports Betting,35.91,30.92,4.99,105
S0023223,P00993,2024-05-12,Live Casino,27.52,26.88,0.64,84
S0023224,P00993,2024-05-20,Sports Betting,6.78,6.63,0.15,14
S0023225,P00994,2024-11-17,Live Casino,40.66,39.35,1.31,145
S0023226,P00994,2024-12-01,Sports Betting,15.56,13.52,2.04,84
S0023227,P00994,2024-11-06,Live Casino,45.35,43.54,1.81,49
S0023228,P00994,2024-11-02,Poker,12.44,12.16,0.28,11
S0023229,P00995,2024-04-24,Table Games,145.95,144.04,1.91,82
S0023230,P00995,2023-10-25,Table Games,186.35,181.21,5.14,106
S0023231,P00995,2024-06-25,Table Games,26.06,25.49,0.57,145
S0023232,P00995,2023-09-07,Table Games,20.05,19.7,0.35,89
S0023233,P00995,2024-08-31,Table Games,68.88,68.04,0.84,114
S0023234,P00995,2023-03-21,Table Games,121.35,116.65,4.7,28
S0023235,P00995,2023-05-02,Table Games,131.67,128.22,3.45,18
S0023236,P00995,2023-02-04,Table Games,140.72,135.36,5.36,64
S0023237,P00995,2023-01-27,Slots,118.1,113.65,4.45,33
S0023238,P00995,2024-02-08,Table Games,179.43,175.36,4.07,86
S0023239,P00995,2024-04-09,Table Games,10.64,10.43,0.21,73
S0023240,P00995,2023-10-25,Slots,89.94,81.54,8.4,39
S0023241,P00995,2023-12-27,Slots,50.16,46.61,3.55,42
S0023242,P00995,2024-05-20,Table Games,93.54,92.4,1.14,53
S0023243,P00995,2024-07-02,Table Games,158.01,154.03,3.98,116
S0023244,P00995,2023-12-22,Table Games,178.98,176.04,2.94,135
S0023245,P00995,2023-07-20,Live Casino,151.08,143.6,7.48,119
S0023246,P00995,2023-11-02,Poker,153.64,149.41,4.23,153
S0023247,P00995,2024-04-30,Table Games,185.95,180.19,5.76,127
S0023248,P00995,2023-11-06,Table Games,63.35,62.65,0.7,108
S0023249,P00995,2024-03-31,Slots,31.29,29.85,1.44,57
S0023250,P00995,2024-08-10,Table Games,126.66,123.31,3.35,58
S0023251,P00995,2023-01-16,Poker,116.29,111.97,4.32,169
S0023252,P00995,2024-06-28,Table Games,11.65,11.25,0.4,60
S0023253,P00995,2023-09-09,Table Games,63.24,62.11,1.13,104
S0023254,P00995,2023-12-29,Table Games,41.0,39.47,1.53,17
S0023255,P00995,2023-12-12,Poker,135.43,132.18,3.25,150
S0023256,P00996,2024-08-25,Live Casino,4.44,4.28,0.16,122
S0023257,P00996,2024-09-10,Live Casino,18.84,18.24,0.6,172
S0023258,P00996,2024-05-18,Table Games,29.39,28.79,0.6,147
S0023259,P00996,2024-12-03,Live Casino,35.56,35.12,0.44,60
S0023260,P00996,2024-04-11,Live Casino,15.25,14.69,0.56,24
S0023261,P00996,2024-05-03,Live Casino,40.43,39.54,0.89,163
S0023262,P00996,2024-06-01,Live Casino,44.32,43.6,0.72,87
S0023263,P00996,2024-09-18,Live Casino,46.48,44.98,1.5,37
